"","x"
"1649",100.146
"1650",35.42
"1651",47.772
"1652",133.118
"1653",220.125
"1654",163.69
"1655",165.29
"1656",18.752
"1657",176.895
"1658",29.503
"1659",171.977
"1660",163.69
"1661",60.194
"1662",17.542
"1663",39.896
"1664",142.778
"1665",6.533
"1666",71.013
"1667",240.603
"1668",83.73
"1669",24.914
"1670",41.816
"1671",156.381
"1672",222.017
"1673",42.992
"1674",254.86
"1675",35.42
"1676",47.944
"1677",60.194
"1678",47.698
"1679",17.542
"1680",139.64
"1681",116.698
"1682",40.831
"1683",148.22
"1684",35.42
"1685",171.303
"1686",201.173
"1687",10.714
"1688",103.606
"1689",78.898
"1690",41.816
"1691",121.702
"1692",39.896
"1693",61.304
"1694",18.752
"1695",204.015
"1696",67.29
"1697",44.744
"1698",71.005
"1699",192.65
"1700",30.47
"1701",160.583
"1702",51.14
"1703",18.752
"1704",102.231
"1705",80.848
"1706",128.742
"1707",117.982
"1708",165.29
"1709",47.772
"1710",231.646
"1711",291.439
"1712",77.297
"1713",88.771
"1714",80.848
"1715",94.227
"1716",39.896
"1717",42.992
"1718",166.114
"1719",1290.838
"1720",41.816
"1721",NA
"1722",52.302
"1723",469.702
"1724",94.227
"1725",222.017
"1726",193.116
"1727",240.603
"1728",61.874
"1729",53.04
"1730",NA
"1731",61.304
"1732",35.42
"1733",41.816
"1734",9.727
"1735",32.928
"1736",42.672
"1737",91.535
"1738",105.863
"1739",80.799
"1740",1495.514
"1741",83.73
"1742",119.062
"1743",185.769
"1744",41.816
"1745",291.439
"1746",192.65
"1747",40.831
"1748",61.874
"1749",148.601
"1750",57.141
"1751",291.439
"1752",71.013
"1753",42.992
"1754",142.778
"1755",469.702
"1756",121.702
"1757",128.742
"1758",52.116
"1759",93.007
"1760",50.32
"1761",469.702
"1762",38.023
"1763",NA
"1764",32.928
"1765",39.896
"1766",220.125
"1767",171.303
"1768",9.727
"1769",60.91
"1770",102.231
"1771",86.482
"1772",106.196
"1773",77.297
"1774",78.898
"1775",135.971
"1776",61.304
"1777",1495.514
"1778",124.951
"1779",135.971
"1780",16.958
"1781",94.227
"1782",100.146
"1783",37.926
"1784",240.603
"1785",142.92
"1786",NA
"1787",52.223
"1788",26.347
"1789",128.742
"1790",156.381
"1791",116.698
"1792",80.799
"1793",176.895
"1794",75.501
"1795",9.727
"1796",80.799
"1797",83.761
"1798",263.998
"1799",135.971
"1800",141.716
"1801",44.744
"1802",116.698
"1803",142.92
"1804",206.497
"1805",161.098
"1806",11.793
"1807",1290.838
"1808",204.043
"1809",NA
"1810",161.098
"1811",83.761
"1812",NA
"1813",39.896
"1814",1276.674
"1815",32.928
"1816",254.86
"1817",254.86
"1818",30.47
"1819",59.801
"1820",133.118
"1821",59.093
"1822",85.448
"1823",NA
"1824",NA
"1825",64.814
"1826",206.497
"1827",NA
"1828",204.043
"1829",92.315
"1830",78.898
"1831",71.013
"1832",121.702
"1833",54.224
"1834",205.032
"1835",1290.838
"1836",139.64
"1837",133.697
"1838",240.603
"1839",529.837
"1840",240.603
"1841",6.533
"1842",156.381
"1843",171.977
"1844",23.841
"1845",176.895
"1846",86.482
"1847",204.043
"1848",9.727
"1849",156.381
"1850",141.716
"1851",75.501
"1852",35.42
"1853",48.392
"1854",75.501
"1855",37.7
"1856",127.381
"1857",64.814
"1858",131.034
"1859",138.471
"1860",80.845
"1861",59.801
"1862",206.497
"1863",35.514
"1864",NA
"1865",141.716
"1866",204.015
"1867",201.173
"1868",231.646
"1869",132.046
"1870",644.945
"1871",469.702
"1872",171.977
"1873",94.227
"1874",205.032
"1875",44.744
"1876",161.693
